index,class/url,class/name,name,level,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,url,subclass/url,subclass/name,reference,choice/choose,choice/type,choice/from/0/url,choice/from/0/name,choice/from/1/url,choice/from/1/name,choice/from/2/url,choice/from/2/name,choice/from/3/url,choice/from/3/name,choice/from/4/url,choice/from/4/name,choice/from/5/url,choice/from/5/name,choice/from/6/url,choice/from/6/name,choice/from/7/url,choice/from/7/name,choice/from/8/url,choice/from/8/name,choice/from/9/url,choice/from/9/name,choice/from/10/url,choice/from/10/name,choice/from/11/url,choice/from/11/name,choice/from/12/url,choice/from/12/name,choice/from/13/url,choice/from/13/name,choice/from/14/url,choice/from/14/name,choice/from/15/url,choice/from/15/name,choice/from/16/url,choice/from/16/name,choice/from/17/url,choice/from/17/name,prerequisites/0/type,prerequisites/0/proficiency,group,desc/7,desc/8,prerequisites/0/spell,prerequisites/0/feature,prerequisites/0/level,prerequisites/1/type,prerequisites/1/feature
15,http://www.dnd5eapi.co/api/classes/1,Barbarian,Relentless Rage,11,"Starting at 11th level, your rage can keep you fighting despite grievous wounds. If you drop to 0 hit points while you're raging and don't die outright, you can make a DC 10 Constitution saving throw. If you succeed, you drop to 1 hit point instead.","Each time you use this feature after the first, the DC increases by 5. When you finish a short or long rest, the DC resets to 10.",,,,,,http://www.dnd5eapi.co/api/features/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,http://www.dnd5eapi.co/api/classes/1,Barbarian,Ability Score Improvement 3,12,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,http://www.dnd5eapi.co/api/classes/1,Barbarian,Brutal Critical (2 dice),13,"Beginning at 9th level, you can roll one additional weapon damage die when determining the extra damage for a critical hit with a melee attack. This increases to two additional dice at 13th level and three additional dice at 17th level.",,,,,,,http://www.dnd5eapi.co/api/features/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,http://www.dnd5eapi.co/api/classes/1,Barbarian,Retaliation,14,"Starting at 14th level, when you take damage from a creature that is within 5 feet of you, you can use your reaction to make a melee weapon Attack against that creature.",,,,,,,http://www.dnd5eapi.co/api/features/18,http://www.dnd5eapi.co/api/subclasses/1,Berserker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,http://www.dnd5eapi.co/api/classes/1,Barbarian,Persistent Rage,15,"Beginning at 15th level, your rage is so fierce that it ends early only if you fall unconscious or if you choose to end it.",,,,,,,http://www.dnd5eapi.co/api/features/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,http://www.dnd5eapi.co/api/classes/1,Barbarian,Ability Score Improvement 4,16,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,http://www.dnd5eapi.co/api/classes/1,Barbarian,Brutal Critical (3 dice),17,"Beginning at 9th level, you can roll one additional weapon damage die when determining the extra damage for a critical hit with a melee attack. This increases to two additional dice at 13th level and three additional dice at 17th level.",,,,,,,http://www.dnd5eapi.co/api/features/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,http://www.dnd5eapi.co/api/classes/1,Barbarian,Indomitable Might,18,"Beginning at 18th level, if your total for a Strength check is less than your Strength score, you can use that score in place of the total.",,,,,,,http://www.dnd5eapi.co/api/features/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,http://www.dnd5eapi.co/api/classes/1,Barbarian,Ability Score Improvement 5,19,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,http://www.dnd5eapi.co/api/classes/1,Barbarian,Fast Movement,20,"At 20th level, you embody the power of the wilds. Your Strength and Constitution scores increase by 4. Your maximum for those scores is now 24.",,,,,,,http://www.dnd5eapi.co/api/features/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,http://www.dnd5eapi.co/api/classes/2,Bard,Spellcasting,1,"You have learned to untangle and reshape the fabric of reality in harmony with your wishes and music. Your spells are part of your vast repertoire, magic that you can tune to different situations.",,,,,,,http://www.dnd5eapi.co/api/features/25,,,http://www.dnd5eapi.co/api/spellcasting/bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,http://www.dnd5eapi.co/api/classes/2,Bard,Bardic Inspiration (d6),1,"You can inspire others through stirring words or music. To do so, you use a bonus action on your turn to choose one creature other than yourself within 60 feet of you who can hear you. That creature gains one Bardic Inspiration die, a d6. Once within the next 10 minutes, the creature can roll the die and add the number rolled to one ability check, attack roll, or saving throw it makes. The creature can wait until after it rolls the d20 before deciding to use the Bardic Inspiration die, but must decide before the GM says whether the roll succeeds or fails. Once the Bardic Inspiration die is rolled, it is lost. A creature can have only one Bardic Inspiration die at a time.",You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain any expended uses when you finish a long rest. ,"Your Bardic Inspiration die changes when you reach certain levels in this class. The die becomes a d8 at 5th level, a d10 at 10th level, and a d12 at 15th level.",,,,,http://www.dnd5eapi.co/api/features/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,http://www.dnd5eapi.co/api/classes/2,Bard,Jack of All Trades,2,"Starting at 2nd level, you can add half your proficiency bonus, rounded down, to any ability check you make that doesn't already include your proficiency bonus.",,,,,,,http://www.dnd5eapi.co/api/features/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,http://www.dnd5eapi.co/api/classes/2,Bard,Song of Rest (d6),2,"Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points. ","The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level.",,,,,,http://www.dnd5eapi.co/api/features/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,http://www.dnd5eapi.co/api/classes/2,Bard,Bard College,3,"At 3rd level, you delve into the advanced techniques of a bard college of your choice: the College of Lore or the College of Valor, both detailed at the end of the class description. Your choice grants you features at 3rd level and again at 6th and 14th level.",,,,,,,http://www.dnd5eapi.co/api/features/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,http://www.dnd5eapi.co/api/classes/2,Bard,Bonus Proficiencies,3,"When you join the College of Lore at 3rd level, you gain proficiency with three skills of your choice.",,,,,,,http://www.dnd5eapi.co/api/features/30,http://www.dnd5eapi.co/api/subclasses/2,Lore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,http://www.dnd5eapi.co/api/classes/2,Bard,Cutting Words,3,"Also at 3rd level, you learn how to use your wit to distract, confuse, and otherwise sap the confidence and competence of others.","When a creature that you can see within 60 feet of you makes an attack roll, an ability check, or a damage roll, you can use your reaction to expend one of your uses of Bardic Inspiration, rolling a Bardic Inspiration die and subtracting the number rolled from the creature's roll.","You can choose to use this feature after the creature makes its roll, but before the GM determines whether the attack roll or ability check succeeds or fails, or before the creature deals its damage. The creature is immune if it can't hear you or if it's immune to being charmed.",,,,,http://www.dnd5eapi.co/api/features/31,http://www.dnd5eapi.co/api/subclasses/2,Lore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,http://www.dnd5eapi.co/api/classes/2,Bard,Choose: Expertise 1,3,"At 3rd level, choose two of your skill proficiencies. Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies. At 10th level, you can choose another two skill proficiencies to gain this benefit.",,,,,,,http://www.dnd5eapi.co/api/features/32,,,,2,feature,http://www.dnd5eapi.co/api/features/278,Expertise: Acrobatics,http://www.dnd5eapi.co/api/features/277,Expertise: Animal Handling,http://www.dnd5eapi.co/api/features/261,Expertise: Arcana,http://www.dnd5eapi.co/api/features/262,Expertise: Athletics,http://www.dnd5eapi.co/api/features/263,Expertise: Deception,http://www.dnd5eapi.co/api/features/264,Expertise: History,http://www.dnd5eapi.co/api/features/265,Expertise: Insight,http://www.dnd5eapi.co/api/features/266,Expertise: Intimidation,http://www.dnd5eapi.co/api/features/267,Expertise: Investigation,http://www.dnd5eapi.co/api/features/268,Expertise: Medicine,http://www.dnd5eapi.co/api/features/269,Expertise: Nature,http://www.dnd5eapi.co/api/features/270,Expertise: Perception,http://www.dnd5eapi.co/api/features/271,Expertise: Performance,http://www.dnd5eapi.co/api/features/272,Expertise: Persuasion,http://www.dnd5eapi.co/api/features/273,Expertise: Religion,http://www.dnd5eapi.co/api/features/274,Expertise: Sleight of Hand,http://www.dnd5eapi.co/api/features/275,Expertise: Stealth,http://www.dnd5eapi.co/api/features/276,Expertise: Survival,,,,,,,,,,
33,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Acrobatics,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/105,Expertise (Bard),,,,,,,
34,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Animal Handling,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/106,Expertise (Bard),,,,,,,
35,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Arcana,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/107,Expertise (Bard),,,,,,,
36,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Athletics,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/108,Expertise (Bard),,,,,,,
37,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Deception,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/109,Expertise (Bard),,,,,,,
38,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: History,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/110,Expertise (Bard),,,,,,,
39,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Insight,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/111,Expertise (Bard),,,,,,,
40,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Intimidation,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/112,Expertise (Bard),,,,,,,
41,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Investigation,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/113,Expertise (Bard),,,,,,,
42,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Medicine,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/114,Expertise (Bard),,,,,,,
43,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Nature,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/115,Expertise (Bard),,,,,,,
44,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Perception,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/116,Expertise (Bard),,,,,,,
45,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Performance,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/117,Expertise (Bard),,,,,,,
46,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Persuasion,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/118,Expertise (Bard),,,,,,,
47,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Religion,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/119,Expertise (Bard),,,,,,,
48,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Sleight of Hand,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/120,Expertise (Bard),,,,,,,
49,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Stealth,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/121,Expertise (Bard),,,,,,,
50,http://www.dnd5eapi.co/api/classes/2,Bard,Expertise: Survival,,Your proficiency bonus is doubled for any ability check you make for this skill.,,,,,,,http://www.dnd5eapi.co/api/features/50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proficiency,http://www.dnd5eapi.co/api/proficiencies/122,Expertise (Bard),,,,,,,
51,http://www.dnd5eapi.co/api/classes/2,Bard,Ability Score Improvement 1,4,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,http://www.dnd5eapi.co/api/classes/2,Bard,Bardic Inspiration (d8),5,"You can inspire others through stirring words or music. To do so, you use a bonus action on your turn to choose one creature other than yourself within 60 feet of you who can hear you. That creature gains one Bardic Inspiration die, a d6. Once within the next 10 minutes, the creature can roll the die and add the number rolled to one ability check, attack roll, or saving throw it makes. The creature can wait until after it rolls the d20 before deciding to use the Bardic Inspiration die, but must decide before the GM says whether the roll succeeds or fails. Once the Bardic Inspiration die is rolled, it is lost. A creature can have only one Bardic Inspiration die at a time.",You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain any expended uses when you finish a long rest. ,"Your Bardic Inspiration die changes when you reach certain levels in this class. The die becomes a d8 at 5th level, a d10 at 10th level, and a d12 at 15th level.",,,,,http://www.dnd5eapi.co/api/features/52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,http://www.dnd5eapi.co/api/classes/2,Bard,Font of Inspiration,5,"Beginning when you reach 5th level, you regain all of your expended uses of Bardic Inspiration when you finish a short or long rest.",,,,,,,http://www.dnd5eapi.co/api/features/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,http://www.dnd5eapi.co/api/classes/2,Bard,Countercharm,6,"At 6th level, you gain the ability to use musical notes or words of power to disrupt mind-influencing effects. As an action, you can start a performance that lasts until the end of your next turn. During that time, you and any friendly creatures within 30 feet of you have advantage on saving throws against being frightened or charmed. A creature must be able to hear you to gain this benefit. The performance ends early if you are incapacitated or silenced or if you voluntarily end it (no action required).",,,,,,,http://www.dnd5eapi.co/api/features/54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,http://www.dnd5eapi.co/api/classes/2,Bard,Additional Magical Secrets,6,"At 6th level, you learn two spells of your choice from any class. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip. The chosen spells count as bard spells for you but don't count against the number of bard spells you know.",,,,,,,http://www.dnd5eapi.co/api/features/55,http://www.dnd5eapi.co/api/subclasses/2,Lore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,http://www.dnd5eapi.co/api/classes/2,Bard,Ability Score Improvement 2,8,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,http://www.dnd5eapi.co/api/classes/2,Bard,Song of Rest (d8),9,"Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points. ","The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level.",,,,,,http://www.dnd5eapi.co/api/features/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
